Index,DS,LKMM Prod (ns),User Cons (ns),User Prod (ns),LKMM Cons (ns),E2E (ns),Tput (Mop/s),Relay %
1711,Vyukhov MPMC,139,149,118,111,517,1.93,100
1712,Vyukhov MPMC,180,168,122,115,585,1.71,100
1713,Vyukhov MPMC,132,149,104,115,500,2.00,100
1714,Vyukhov MPMC,165,141,164,102,572,1.75,100
1715,Vyukhov MPMC,147,156,126,131,560,1.79,100
1716,Vyukhov MPMC,148,146,101,100,495,2.02,100
1717,Vyukhov MPMC,127,154,120,100,501,2.00,100
1718,Vyukhov MPMC,131,151,152,117,551,1.81,100
1719,Vyukhov MPMC,143,153,102,114,512,1.95,100
1720,Vyukhov MPMC,149,160,134,113,556,1.80,100
1721,Vyukhov MPMC,164,142,113,121,540,1.85,100
1722,Vyukhov MPMC,146,171,129,115,561,1.78,100
1723,Vyukhov MPMC,138,150,122,132,542,1.85,100
1724,Vyukhov MPMC,146,156,95,102,499,2.00,100
1725,Vyukhov MPMC,175,146,102,103,526,1.90,100
1726,Vyukhov MPMC,186,154,133,99,572,1.75,100
1727,Vyukhov MPMC,140,141,117,113,511,1.96,100
1728,Vyukhov MPMC,191,149,130,110,580,1.72,100
1729,Vyukhov MPMC,163,152,117,115,547,1.83,100
1730,Vyukhov MPMC,130,144,124,101,499,2.00,100
1731,Vyukhov MPMC,185,169,119,115,588,1.70,100
1732,Vyukhov MPMC,139,154,130,98,521,1.92,100
1733,Vyukhov MPMC,164,162,135,103,564,1.77,100
1734,Vyukhov MPMC,134,143,118,97,492,2.03,100
1735,Vyukhov MPMC,147,152,129,106,534,1.87,100
1736,Vyukhov MPMC,133,144,112,114,503,1.99,100
1737,Vyukhov MPMC,152,149,101,102,504,1.98,100
1738,Vyukhov MPMC,134,151,116,113,514,1.95,100
1739,Vyukhov MPMC,261,142,126,100,629,1.59,100
1740,Vyukhov MPMC,165,141,122,101,529,1.89,100
1741,Vyukhov MPMC,175,142,116,103,536,1.87,100
1742,Vyukhov MPMC,147,142,113,116,518,1.93,100
1743,Vyukhov MPMC,150,146,110,116,522,1.92,100
1744,Vyukhov MPMC,128,156,109,102,495,2.02,100
1745,Vyukhov MPMC,174,145,102,116,537,1.86,100
1746,Vyukhov MPMC,152,139,111,100,502,1.99,100
1747,Vyukhov MPMC,158,142,104,114,518,1.93,100
1748,Vyukhov MPMC,235,157,111,114,617,1.62,100
1749,Vyukhov MPMC,170,160,116,118,564,1.77,100
1750,Vyukhov MPMC,142,147,120,110,519,1.93,100
1751,Vyukhov MPMC,148,145,125,102,520,1.92,100
1752,Vyukhov MPMC,162,147,110,115,534,1.87,100
1753,Vyukhov MPMC,131,143,118,99,491,2.04,100
1754,Vyukhov MPMC,134,147,104,123,508,1.97,100
1755,Vyukhov MPMC,123,145,116,102,486,2.06,100
1756,Vyukhov MPMC,193,144,133,115,585,1.71,100
1757,Vyukhov MPMC,144,147,107,100,498,2.01,100
1758,Vyukhov MPMC,190,150,133,114,587,1.70,100
1759,Vyukhov MPMC,125,165,119,111,520,1.92,100
1760,Vyukhov MPMC,148,140,123,102,513,1.95,100
1761,Vyukhov MPMC,152,143,126,112,533,1.88,100
1762,Vyukhov MPMC,175,168,108,112,563,1.78,100
1763,Vyukhov MPMC,129,144,105,102,480,2.08,100
1764,Vyukhov MPMC,147,142,133,114,536,1.87,100
1765,Vyukhov MPMC,138,141,96,114,489,2.04,100
1766,Vyukhov MPMC,180,147,110,103,540,1.85,100
1767,Vyukhov MPMC,160,140,116,104,520,1.92,100
1768,Vyukhov MPMC,184,145,117,114,560,1.79,100
1769,Vyukhov MPMC,210,150,109,101,570,1.75,100
1770,Vyukhov MPMC,134,140,109,105,488,2.05,100
1771,Vyukhov MPMC,146,146,121,101,514,1.95,100
1772,Vyukhov MPMC,164,142,164,111,581,1.72,100
1773,Vyukhov MPMC,107,142,114,103,466,2.15,100
1774,Vyukhov MPMC,130,147,106,109,492,2.03,100
1775,Vyukhov MPMC,170,152,124,98,544,1.84,100
1776,Vyukhov MPMC,150,155,111,103,519,1.93,100
1777,Vyukhov MPMC,127,160,106,108,501,2.00,100
1778,Vyukhov MPMC,148,141,118,101,508,1.97,100
1779,Vyukhov MPMC,139,152,131,113,535,1.87,100
1780,Vyukhov MPMC,155,159,114,103,531,1.88,100
1781,Vyukhov MPMC,141,157,107,116,521,1.92,100
1782,Vyukhov MPMC,158,156,96,101,511,1.96,100
1783,Vyukhov MPMC,169,145,111,100,525,1.90,100
1784,Vyukhov MPMC,133,161,111,119,524,1.91,100
1785,Vyukhov MPMC,133,156,172,105,566,1.77,100
1786,Vyukhov MPMC,161,165,118,104,548,1.82,100
1787,Vyukhov MPMC,156,148,111,106,521,1.92,100
1788,Vyukhov MPMC,152,146,156,115,569,1.76,100
1789,Vyukhov MPMC,162,161,129,100,552,1.81,100
1790,Vyukhov MPMC,163,147,106,104,520,1.92,100
1791,Vyukhov MPMC,169,142,94,111,516,1.94,100
1792,Vyukhov MPMC,135,155,97,133,520,1.92,100
1793,Vyukhov MPMC,150,146,114,101,511,1.96,100
1794,Vyukhov MPMC,173,145,147,108,573,1.75,100
1795,Vyukhov MPMC,223,142,104,101,570,1.75,100
1796,Vyukhov MPMC,147,158,143,102,550,1.82,100
1797,Vyukhov MPMC,157,143,110,113,523,1.91,100
1798,Vyukhov MPMC,180,1415,120,115,1830,0.55,100
1799,Vyukhov MPMC,168,145,112,112,537,1.86,100
1800,Vyukhov MPMC,218,142,125,100,585,1.71,100
1801,Vyukhov MPMC,188,146,101,114,549,1.82,100
1802,Vyukhov MPMC,179,157,109,114,559,1.79,100
1803,Vyukhov MPMC,170,149,132,108,559,1.79,100
1804,Vyukhov MPMC,180,155,123,118,576,1.74,100
1805,Vyukhov MPMC,125,149,120,101,495,2.02,100
1806,Vyukhov MPMC,133,143,135,103,514,1.95,100
1807,Vyukhov MPMC,127,143,104,103,477,2.10,100
1808,Vyukhov MPMC,138,137,114,114,503,1.99,100
1809,Vyukhov MPMC,149,146,108,119,522,1.92,100
1810,Vyukhov MPMC,146,161,105,100,512,1.95,100
1811,Vyukhov MPMC,187,153,124,109,573,1.75,100
1812,Vyukhov MPMC,139,142,156,119,556,1.80,100
1813,Vyukhov MPMC,168,144,111,112,535,1.87,100
1814,Vyukhov MPMC,198,144,116,120,578,1.73,100
1815,Vyukhov MPMC,139,138,110,116,503,1.99,100
1816,Vyukhov MPMC,199,147,136,105,587,1.70,100
1817,Vyukhov MPMC,200,147,123,101,571,1.75,100
1818,Vyukhov MPMC,126,166,155,143,590,1.69,100
1819,Vyukhov MPMC,121,151,126,112,510,1.96,100
1820,Vyukhov MPMC,145,141,108,128,522,1.92,100
1821,Vyukhov MPMC,163,145,103,104,515,1.94,100
1822,Vyukhov MPMC,172,157,125,117,571,1.75,100
1823,Vyukhov MPMC,172,152,132,99,555,1.80,100
1824,Vyukhov MPMC,146,153,133,128,560,1.79,100
1825,Vyukhov MPMC,127,147,108,102,484,2.07,100
1826,Vyukhov MPMC,147,145,131,97,520,1.92,100
1827,Vyukhov MPMC,149,141,108,114,512,1.95,100
1828,Vyukhov MPMC,132,145,121,98,496,2.02,100
1829,Vyukhov MPMC,194,149,120,107,570,1.75,100
1830,Vyukhov MPMC,198,151,105,110,564,1.77,100
1831,Vyukhov MPMC,136,146,100,113,495,2.02,100
1832,Vyukhov MPMC,141,150,122,101,514,1.95,100
1833,Vyukhov MPMC,165,140,123,113,541,1.85,100
1834,Vyukhov MPMC,147,142,131,100,520,1.92,100
1835,Vyukhov MPMC,156,141,103,103,503,1.99,100
1836,Vyukhov MPMC,165,135,103,113,516,1.94,100
1837,Vyukhov MPMC,132,142,113,104,491,2.04,100
1838,Vyukhov MPMC,176,141,110,98,525,1.90,100
1839,Vyukhov MPMC,147,147,111,98,503,1.99,100
1840,Vyukhov MPMC,148,143,108,108,507,1.97,100
1841,Vyukhov MPMC,170,144,116,100,530,1.89,100
1842,Vyukhov MPMC,166,157,131,115,569,1.76,100
1843,Vyukhov MPMC,188,147,118,101,554,1.81,100
1844,Vyukhov MPMC,170,150,115,111,546,1.83,100
1845,Vyukhov MPMC,210,143,118,114,585,1.71,100
1846,Vyukhov MPMC,192,160,120,114,586,1.71,100
1847,Vyukhov MPMC,131,152,126,116,525,1.90,100
1848,Vyukhov MPMC,141,146,125,130,542,1.85,100
1849,Vyukhov MPMC,140,134,117,103,494,2.02,100
1850,Vyukhov MPMC,143,159,143,104,549,1.82,100
1851,Vyukhov MPMC,149,176,116,105,546,1.83,100
1852,Vyukhov MPMC,153,149,113,105,520,1.92,100
1853,Vyukhov MPMC,163,156,113,115,547,1.83,100
1854,Vyukhov MPMC,147,150,128,100,525,1.90,100
1855,Vyukhov MPMC,150,153,117,116,536,1.87,100
1856,Vyukhov MPMC,202,144,126,118,590,1.69,100
1857,Vyukhov MPMC,151,155,121,100,527,1.90,100
1858,Vyukhov MPMC,237,144,127,108,616,1.62,100
1859,Vyukhov MPMC,184,142,106,112,544,1.84,100
1860,Vyukhov MPMC,148,150,121,113,532,1.88,100
1861,Vyukhov MPMC,146,141,122,120,529,1.89,100
1862,Vyukhov MPMC,145,145,116,102,508,1.97,100
1863,Vyukhov MPMC,141,149,114,100,504,1.98,100
1864,Vyukhov MPMC,139,140,123,113,515,1.94,100
1865,Vyukhov MPMC,157,143,121,114,535,1.87,100
1866,Vyukhov MPMC,121,140,117,109,487,2.05,100
1867,Vyukhov MPMC,134,141,115,104,494,2.02,100
1868,Vyukhov MPMC,115,142,105,116,478,2.09,100
1869,Vyukhov MPMC,195,144,138,118,595,1.68,100
1870,Vyukhov MPMC,128,140,105,114,487,2.05,100
1871,Vyukhov MPMC,159,144,99,100,502,1.99,100
1872,Vyukhov MPMC,188,143,102,103,536,1.87,100
1873,Vyukhov MPMC,162,141,116,108,527,1.90,100
1874,Vyukhov MPMC,130,151,111,134,526,1.90,100
1875,Vyukhov MPMC,133,144,125,104,506,1.98,100
1876,Vyukhov MPMC,147,144,122,130,543,1.84,100
1877,Vyukhov MPMC,131,143,121,118,513,1.95,100
1878,Vyukhov MPMC,185,138,93,101,517,1.93,100
1879,Vyukhov MPMC,142,143,122,114,521,1.92,100
1880,Vyukhov MPMC,175,139,106,107,527,1.90,100
1881,Vyukhov MPMC,245,141,114,114,614,1.63,100
1882,Vyukhov MPMC,166,148,111,107,532,1.88,100
1883,Vyukhov MPMC,147,145,117,101,510,1.96,100
1884,Vyukhov MPMC,137,140,109,115,501,2.00,100
1885,Vyukhov MPMC,137,145,105,113,500,2.00,100
1886,Vyukhov MPMC,200,138,113,120,571,1.75,100
1887,Vyukhov MPMC,142,148,104,101,495,2.02,100
1888,Vyukhov MPMC,141,144,113,113,511,1.96,100
1889,Vyukhov MPMC,141,143,117,100,501,2.00,100
1890,Vyukhov MPMC,182,147,130,110,569,1.76,100
1891,Vyukhov MPMC,127,140,111,103,481,2.08,100
1892,Vyukhov MPMC,132,153,116,141,542,1.85,100
1893,Vyukhov MPMC,137,158,110,113,518,1.93,100
1894,Vyukhov MPMC,128,147,124,112,511,1.96,100
1895,Vyukhov MPMC,163,168,133,103,567,1.76,100
1896,Vyukhov MPMC,129,146,122,103,500,2.00,100
1897,Vyukhov MPMC,171,146,117,113,547,1.83,100
1898,Vyukhov MPMC,170,161,109,114,554,1.81,100
1899,Vyukhov MPMC,129,151,173,107,560,1.79,100
1900,Vyukhov MPMC,185,141,154,113,593,1.69,100
1901,Vyukhov MPMC,129,143,116,101,489,2.04,100
1902,Vyukhov MPMC,147,149,121,118,535,1.87,100
1903,Vyukhov MPMC,158,143,123,120,544,1.84,100
1904,Vyukhov MPMC,132,144,139,102,517,1.93,100
1905,Vyukhov MPMC,144,154,110,106,514,1.95,100
1906,Vyukhov MPMC,164,139,104,104,511,1.96,100
1907,Vyukhov MPMC,172,154,114,113,553,1.81,100
1908,Vyukhov MPMC,139,148,112,103,502,1.99,100
1909,Vyukhov MPMC,143,145,130,110,528,1.89,100
1910,Vyukhov MPMC,152,149,103,131,535,1.87,100
1911,Vyukhov MPMC,134,147,113,105,499,2.00,100
1912,Vyukhov MPMC,137,150,111,105,503,1.99,100
1913,Vyukhov MPMC,145,169,129,103,546,1.83,100
1914,Vyukhov MPMC,139,147,122,104,512,1.95,100
1915,Vyukhov MPMC,155,167,124,122,568,1.76,100
1916,Vyukhov MPMC,144,164,123,114,545,1.83,100
1917,Vyukhov MPMC,164,164,132,101,561,1.78,100
1918,Vyukhov MPMC,215,159,127,99,600,1.67,100
1919,Vyukhov MPMC,155,147,129,98,529,1.89,100
1920,Vyukhov MPMC,129,172,140,101,542,1.85,100
1921,Vyukhov MPMC,199,177,160,119,655,1.53,100
1922,Vyukhov MPMC,158,144,108,115,525,1.90,100
1923,Vyukhov MPMC,144,154,126,123,547,1.83,100
1924,Vyukhov MPMC,171,164,113,102,550,1.82,100
1925,Vyukhov MPMC,151,149,132,114,546,1.83,100
1926,Vyukhov MPMC,143,160,125,103,531,1.88,100
1927,Vyukhov MPMC,139,142,120,111,512,1.95,100
1928,Vyukhov MPMC,160,153,169,112,594,1.68,100
1929,Vyukhov MPMC,148,155,120,114,537,1.86,100
1930,Vyukhov MPMC,192,161,121,114,588,1.70,100
1931,Vyukhov MPMC,135,145,115,101,496,2.02,100
1932,Vyukhov MPMC,143,141,114,115,513,1.95,100
1933,Vyukhov MPMC,162,138,107,115,522,1.92,100
1934,Vyukhov MPMC,223,153,138,115,629,1.59,100
1935,Vyukhov MPMC,142,155,124,102,523,1.91,100
1936,Vyukhov MPMC,141,157,120,101,519,1.93,100
1937,Vyukhov MPMC,142,148,126,102,518,1.93,100
1938,Vyukhov MPMC,159,183,108,99,549,1.82,100
1939,Vyukhov MPMC,137,155,133,112,537,1.86,100
1940,Vyukhov MPMC,134,145,121,101,501,2.00,100
1941,Vyukhov MPMC,131,150,123,111,515,1.94,100
1942,Vyukhov MPMC,181,143,141,114,579,1.73,100
1943,Vyukhov MPMC,140,147,122,113,522,1.92,100
1944,Vyukhov MPMC,170,142,120,115,547,1.83,100
1945,Vyukhov MPMC,154,148,120,107,529,1.89,100
1946,Vyukhov MPMC,163,143,118,102,526,1.90,100
1947,Vyukhov MPMC,166,149,132,103,550,1.82,100
1948,Vyukhov MPMC,140,144,108,114,506,1.98,100
1949,Vyukhov MPMC,130,167,113,103,513,1.95,100
1950,Vyukhov MPMC,131,165,167,113,576,1.74,100
1951,Vyukhov MPMC,180,143,125,106,554,1.81,100
1952,Vyukhov MPMC,126,158,122,105,511,1.96,100
1953,Vyukhov MPMC,145,142,128,99,514,1.95,100
1954,Vyukhov MPMC,140,148,121,109,518,1.93,100
1955,Vyukhov MPMC,142,150,145,126,563,1.78,100
1956,Vyukhov MPMC,156,146,131,114,547,1.83,100
1957,Vyukhov MPMC,142,140,101,103,486,2.06,100
1958,Vyukhov MPMC,145,153,119,117,534,1.87,100
1959,Vyukhov MPMC,132,143,109,103,487,2.05,100
1960,Vyukhov MPMC,155,144,109,102,510,1.96,100
1961,Vyukhov MPMC,169,158,121,99,547,1.83,100
1962,Vyukhov MPMC,188,150,126,103,567,1.76,100
1963,Vyukhov MPMC,143,160,130,100,533,1.88,100
1964,Vyukhov MPMC,145,153,134,96,528,1.89,100
1965,Vyukhov MPMC,135,140,146,116,537,1.86,100
1966,Vyukhov MPMC,161,144,109,100,514,1.95,100
1967,Vyukhov MPMC,134,163,120,97,514,1.95,100
1968,Vyukhov MPMC,179,145,118,101,543,1.84,100
1969,Vyukhov MPMC,129,148,122,101,500,2.00,100
1970,Vyukhov MPMC,187,145,134,116,582,1.72,100
1971,Vyukhov MPMC,139,139,101,99,478,2.09,100
1972,Vyukhov MPMC,136,144,115,103,498,2.01,100
1973,Vyukhov MPMC,150,151,141,126,568,1.76,100
1974,Vyukhov MPMC,146,152,120,114,532,1.88,100
1975,Vyukhov MPMC,146,161,119,111,537,1.86,100
1976,Vyukhov MPMC,166,162,116,114,558,1.79,100
1977,Vyukhov MPMC,210,142,110,103,565,1.77,100
1978,Vyukhov MPMC,138,156,113,138,545,1.83,100
1979,Vyukhov MPMC,146,145,139,114,544,1.84,100
1980,Vyukhov MPMC,132,142,96,100,470,2.13,100
1981,Vyukhov MPMC,147,145,124,117,533,1.88,100
1982,Vyukhov MPMC,228,172,130,109,639,1.56,100
1983,Vyukhov MPMC,141,137,103,111,492,2.03,100
1984,Vyukhov MPMC,155,159,126,101,541,1.85,100
1985,Vyukhov MPMC,205,144,114,100,563,1.78,100
1986,Vyukhov MPMC,187,168,139,116,610,1.64,100
1987,Vyukhov MPMC,163,156,135,130,584,1.71,100
1988,Vyukhov MPMC,123,164,115,102,504,1.98,100
1989,Vyukhov MPMC,135,154,109,103,501,2.00,100
1990,Vyukhov MPMC,140,149,118,117,524,1.91,100
1991,Vyukhov MPMC,200,147,134,114,595,1.68,100
1992,Vyukhov MPMC,224,146,132,116,618,1.62,100
1993,Vyukhov MPMC,137,164,115,103,519,1.93,100
1994,Vyukhov MPMC,160,141,106,108,515,1.94,100
1995,Vyukhov MPMC,126,144,127,111,508,1.97,100
1996,Vyukhov MPMC,208,151,108,111,578,1.73,100
1997,Vyukhov MPMC,188,142,113,111,554,1.81,100
1998,Vyukhov MPMC,196,141,94,115,546,1.83,100
1999,Vyukhov MPMC,154,148,109,114,525,1.90,100
2000,Vyukhov MPMC,179,155,114,117,565,1.77,100
2001,Folly SPSC,125,102,95,65,387,2.58,100
2002,Folly SPSC,94,93,94,70,351,2.85,100
2003,Folly SPSC,95,96,76,65,332,3.01,100
2004,Folly SPSC,108,93,72,54,327,3.06,100
2005,Folly SPSC,105,101,69,59,334,2.99,100
2006,Folly SPSC,101,95,79,56,331,3.02,100
2007,Folly SPSC,95,96,84,76,351,2.85,100
2008,Folly SPSC,97,99,62,53,311,3.22,100
2009,Folly SPSC,100,99,63,80,342,2.92,100
2010,Folly SPSC,86,95,71,53,305,3.28,100
2011,Folly SPSC,152,96,66,55,369,2.71,100
2012,Folly SPSC,86,90,87,55,318,3.14,100
2013,Folly SPSC,101,97,54,58,310,3.23,100
2014,Folly SPSC,95,103,115,57,370,2.70,100
2015,Folly SPSC,102,98,131,54,385,2.60,100
2016,Folly SPSC,89,93,75,49,306,3.27,100
2017,Folly SPSC,127,99,109,77,412,2.43,100
2018,Folly SPSC,114,99,72,55,340,2.94,100
2019,Folly SPSC,88,94,86,50,318,3.14,100
2020,Folly SPSC,91,103,91,52,337,2.97,100
2021,Folly SPSC,83,95,93,54,325,3.08,100
2022,Folly SPSC,116,100,70,55,341,2.93,100
2023,Folly SPSC,169,92,79,56,396,2.53,100
2024,Folly SPSC,92,97,101,54,344,2.91,100
2025,Folly SPSC,95,98,74,57,324,3.09,100
2026,Folly SPSC,94,99,80,70,343,2.92,100
2027,Folly SPSC,127,99,71,55,352,2.84,100
2028,Folly SPSC,103,100,63,55,321,3.12,100
2029,Folly SPSC,114,100,76,54,344,2.91,100
2030,Folly SPSC,131,104,90,55,380,2.63,100
2031,Folly SPSC,87,98,152,55,392,2.55,100
2032,Folly SPSC,107,96,50,68,321,3.12,100
2033,Folly SPSC,100,97,80,54,331,3.02,100
2034,Folly SPSC,109,98,89,55,351,2.85,100
2035,Folly SPSC,153,94,63,89,399,2.51,100
2036,Folly SPSC,97,95,83,58,333,3.00,100
2037,Folly SPSC,94,93,71,54,312,3.21,100
2038,Folly SPSC,138,98,81,57,374,2.67,100
2039,Folly SPSC,108,96,81,54,339,2.95,100
2040,Folly SPSC,102,97,57,57,313,3.19,100
2041,Folly SPSC,103,101,62,77,343,2.92,100
2042,Folly SPSC,103,96,70,57,326,3.07,100
2043,Folly SPSC,92,97,88,54,331,3.02,100
2044,Folly SPSC,101,97,58,53,309,3.24,100
2045,Folly SPSC,87,102,78,50,317,3.15,100
2046,Folly SPSC,109,97,87,53,346,2.89,100
2047,Folly SPSC,195,96,109,82,482,2.07,100
2048,Folly SPSC,81,93,51,58,283,3.53,100
2049,Folly SPSC,95,106,69,56,326,3.07,100
2050,Folly SPSC,93,100,86,50,329,3.04,100
2051,Folly SPSC,100,106,70,53,329,3.04,100
2052,Folly SPSC,104,94,65,55,318,3.14,100
2053,Folly SPSC,92,97,84,49,322,3.11,100
2054,Folly SPSC,136,96,69,57,358,2.79,100
2055,Folly SPSC,121,92,78,54,345,2.90,100
2056,Folly SPSC,108,99,98,83,388,2.58,100
2057,Folly SPSC,141,96,66,52,355,2.82,100
2058,Folly SPSC,137,98,71,57,363,2.75,100
2059,Folly SPSC,99,93,108,56,356,2.81,100
2060,Folly SPSC,132,95,66,49,342,2.92,100
2061,Folly SPSC,111,98,68,58,335,2.99,100
2062,Folly SPSC,118,103,57,51,329,3.04,100
2063,Folly SPSC,147,100,71,50,368,2.72,100
2064,Folly SPSC,87,99,55,54,295,3.39,100
2065,Folly SPSC,117,95,84,54,350,2.86,100
2066,Folly SPSC,85,97,93,59,334,2.99,100
2067,Folly SPSC,56,103,71,54,284,3.52,100
2068,Folly SPSC,104,97,69,78,348,2.87,100
2069,Folly SPSC,109,102,63,54,328,3.05,100
2070,Folly SPSC,85,99,81,55,320,3.12,100
2071,Folly SPSC,132,102,55,50,339,2.95,100
2072,Folly SPSC,95,97,76,55,323,3.10,100
2073,Folly SPSC,123,96,64,58,341,2.93,100
2074,Folly SPSC,91,97,69,59,316,3.16,100
2075,Folly SPSC,118,100,63,56,337,2.97,100
2076,Folly SPSC,90,96,96,54,336,2.98,100
2077,Folly SPSC,108,97,105,53,363,2.75,100
2078,Folly SPSC,113,100,65,57,335,2.99,100
2079,Folly SPSC,102,96,91,82,371,2.70,100
2080,Folly SPSC,146,95,59,53,353,2.83,100
2081,Folly SPSC,144,98,83,55,380,2.63,100
2082,Folly SPSC,128,93,68,54,343,2.92,100
2083,Folly SPSC,89,103,100,57,349,2.87,100
2084,Folly SPSC,99,98,85,58,340,2.94,100
2085,Folly SPSC,152,94,98,48,392,2.55,100
2086,Folly SPSC,99,113,88,56,356,2.81,100
2087,Folly SPSC,132,98,63,54,347,2.88,100
2088,Folly SPSC,128,98,80,50,356,2.81,100
2089,Folly SPSC,118,95,104,52,369,2.71,100
2090,Folly SPSC,88,94,88,53,323,3.10,100
2091,Folly SPSC,91,100,61,76,328,3.05,100
2092,Folly SPSC,91,112,87,57,347,2.88,100
2093,Folly SPSC,81,108,90,55,334,2.99,100
2094,Folly SPSC,140,97,79,53,369,2.71,100
2095,Folly SPSC,88,98,89,54,329,3.04,100
2096,Folly SPSC,116,95,54,49,314,3.18,100
2097,Folly SPSC,141,95,80,53,369,2.71,100
2098,Folly SPSC,156,98,72,54,380,2.63,100
2099,Folly SPSC,105,105,60,50,320,3.12,100
2100,Folly SPSC,147,96,60,49,352,2.84,100
2101,Folly SPSC,128,99,96,53,376,2.66,100
2102,Folly SPSC,106,106,75,57,344,2.91,100
2103,Folly SPSC,92,109,104,54,359,2.79,100
2104,Folly SPSC,144,96,56,54,350,2.86,100
2105,Folly SPSC,86,96,63,58,303,3.30,100
2106,Folly SPSC,91,96,80,74,341,2.93,100
2107,Folly SPSC,93,103,127,54,377,2.65,100
2108,Folly SPSC,94,95,77,81,347,2.88,100
2109,Folly SPSC,120,99,79,57,355,2.82,100
2110,Folly SPSC,148,101,74,53,376,2.66,100
2111,Folly SPSC,96,95,87,55,333,3.00,100
2112,Folly SPSC,95,96,70,88,349,2.87,100
2113,Folly SPSC,139,98,82,54,373,2.68,100
2114,Folly SPSC,128,109,76,53,366,2.73,100
2115,Folly SPSC,85,99,61,58,303,3.30,100
2116,Folly SPSC,145,99,86,85,415,2.41,100
2117,Folly SPSC,128,107,68,55,358,2.79,100
2118,Folly SPSC,108,116,68,54,346,2.89,100
2119,Folly SPSC,90,96,102,54,342,2.92,100
2120,Folly SPSC,169,96,84,57,406,2.46,100
2121,Folly SPSC,108,96,77,53,334,2.99,100
2122,Folly SPSC,74,95,65,82,316,3.16,100
2123,Folly SPSC,112,98,88,54,352,2.84,100
2124,Folly SPSC,94,104,73,57,328,3.05,100
2125,Folly SPSC,111,92,73,46,322,3.11,100
2126,Folly SPSC,98,96,72,54,320,3.12,100
2127,Folly SPSC,100,98,77,55,330,3.03,100
2128,Folly SPSC,97,96,71,54,318,3.14,100
2129,Folly SPSC,106,93,91,57,347,2.88,100
2130,Folly SPSC,167,96,70,54,387,2.58,100
2131,Folly SPSC,116,98,74,55,343,2.92,100
2132,Folly SPSC,80,98,57,77,312,3.21,100
2133,Folly SPSC,108,99,76,54,337,2.97,100
2134,Folly SPSC,92,100,69,50,311,3.22,100
2135,Folly SPSC,78,96,63,55,292,3.42,100
2136,Folly SPSC,88,99,77,56,320,3.12,100
2137,Folly SPSC,104,358,62,58,582,1.72,100
2138,Folly SPSC,86,97,94,58,335,2.99,100
2139,Folly SPSC,92,94,126,55,367,2.72,100
2140,Folly SPSC,94,100,82,54,330,3.03,100
2141,Folly SPSC,123,97,83,54,357,2.80,100
2142,Folly SPSC,141,99,73,51,364,2.75,100
2143,Folly SPSC,123,105,69,56,353,2.83,100
2144,Folly SPSC,113,94,77,62,346,2.89,100
2145,Folly SPSC,100,102,63,54,319,3.13,100
2146,Folly SPSC,103,138,66,58,365,2.74,100
2147,Folly SPSC,87,94,138,50,369,2.71,100
2148,Folly SPSC,100,96,73,52,321,3.12,100
2149,Folly SPSC,121,96,77,54,348,2.87,100
2150,Folly SPSC,145,100,82,56,383,2.61,100
2151,Folly SPSC,91,97,65,58,311,3.22,100
2152,Folly SPSC,93,103,73,54,323,3.10,100
2153,Folly SPSC,144,95,82,53,374,2.67,100
2154,Folly SPSC,192,99,53,49,393,2.54,100
2155,Folly SPSC,100,101,78,83,362,2.76,100
2156,Folly SPSC,126,96,69,56,347,2.88,100
2157,Folly SPSC,135,95,63,56,349,2.87,100
2158,Folly SPSC,83,100,83,54,320,3.12,100
2159,Folly SPSC,128,92,82,76,378,2.65,100
2160,Folly SPSC,132,98,75,53,358,2.79,100
2161,Folly SPSC,107,97,64,106,374,2.67,100
2162,Folly SPSC,117,98,68,57,340,2.94,100
2163,Folly SPSC,94,92,102,56,344,2.91,100
2164,Folly SPSC,159,95,108,53,415,2.41,100
2165,Folly SPSC,117,92,66,54,329,3.04,100
2166,Folly SPSC,92,102,77,53,324,3.09,100
2167,Folly SPSC,151,97,78,49,375,2.67,100
2168,Folly SPSC,106,96,56,53,311,3.22,100
2169,Folly SPSC,101,99,61,53,314,3.18,100
2170,Folly SPSC,86,98,57,55,296,3.38,100
2171,Folly SPSC,93,95,133,57,378,2.65,100
2172,Folly SPSC,137,92,73,58,360,2.78,100
2173,Folly SPSC,86,99,70,45,300,3.33,100
2174,Folly SPSC,85,97,75,53,310,3.23,100
2175,Folly SPSC,96,113,70,57,336,2.98,100
2176,Folly SPSC,90,97,80,53,320,3.12,100
2177,Folly SPSC,82,98,83,54,317,3.15,100
2178,Folly SPSC,88,93,93,57,331,3.02,100
2179,Folly SPSC,98,104,80,56,338,2.96,100
2180,Folly SPSC,76,98,69,53,296,3.38,100
2181,Folly SPSC,91,100,84,57,332,3.01,100
2182,Folly SPSC,85,97,65,53,300,3.33,100
2183,Folly SPSC,96,98,59,73,326,3.07,100
2184,Folly SPSC,86,95,83,57,321,3.12,100
2185,Folly SPSC,90,94,68,72,324,3.09,100
2186,Folly SPSC,81,101,81,54,317,3.15,100
2187,Folly SPSC,84,98,97,54,333,3.00,100
2188,Folly SPSC,136,112,74,49,371,2.70,100
2189,Folly SPSC,89,95,58,70,312,3.21,100
2190,Folly SPSC,96,96,94,58,344,2.91,100
2191,Folly SPSC,91,91,82,53,317,3.15,100
2192,Folly SPSC,96,97,120,59,372,2.69,100
2193,Folly SPSC,86,98,122,57,363,2.75,100
