Index,DS,LKMM Prod (ns),User Cons (ns),User Prod (ns),LKMM Cons (ns),E2E (ns),Tput (Mop/s),Relay %
98,MSQueue,152,239,222,308,921,1.09,100
99,MSQueue,130,237,151,335,853,1.17,100
100,MSQueue,190,220,165,358,933,1.07,100
101,MSQueue,202,221,173,352,948,1.05,100
102,MSQueue,177,225,205,338,945,1.06,100
103,MSQueue,144,231,231,328,934,1.07,100
104,MSQueue,179,246,215,373,1013,0.99,100
105,MSQueue,173,220,173,368,934,1.07,100
106,MSQueue,151,252,165,359,927,1.08,100
107,MSQueue,141,243,198,345,927,1.08,100
108,MSQueue,176,239,195,308,918,1.09,100
109,MSQueue,124,231,216,315,886,1.13,100
110,MSQueue,195,276,202,368,1041,0.96,100
111,MSQueue,155,226,191,353,925,1.08,100
112,MSQueue,151,212,209,345,917,1.09,100
113,MSQueue,185,242,187,332,946,1.06,100
114,MSQueue,141,219,162,381,903,1.11,100
115,MSQueue,191,246,163,295,895,1.12,100
116,MSQueue,133,222,169,363,887,1.13,100
117,MSQueue,163,223,158,345,889,1.12,100
118,MSQueue,117,248,184,369,918,1.09,100
119,MSQueue,176,206,156,380,918,1.09,100
120,MSQueue,178,252,170,345,945,1.06,100
121,MSQueue,139,249,171,268,827,1.21,100
122,MSQueue,173,219,150,347,889,1.12,100
123,MSQueue,183,217,216,281,897,1.11,100
124,MSQueue,153,224,138,370,885,1.13,100
125,MSQueue,152,211,168,373,904,1.11,100
126,MSQueue,165,200,147,353,865,1.16,100
127,MSQueue,171,240,162,351,924,1.08,100
128,MSQueue,125,253,169,325,872,1.15,100
129,MSQueue,151,247,215,353,966,1.04,100
130,MSQueue,149,214,172,323,858,1.17,100
131,MSQueue,178,211,197,348,934,1.07,100
132,MSQueue,173,243,157,365,938,1.07,100
133,MSQueue,173,200,185,309,867,1.15,100
134,MSQueue,173,238,163,304,878,1.14,100
135,MSQueue,172,211,161,351,895,1.12,100
136,MSQueue,133,255,222,322,932,1.07,100
137,MSQueue,161,230,197,310,898,1.11,100
138,MSQueue,182,244,250,353,1029,0.97,100
139,MSQueue,144,241,209,345,939,1.06,100
140,MSQueue,131,253,162,338,884,1.13,100
141,MSQueue,168,234,163,332,897,1.11,100
142,MSQueue,143,217,155,324,839,1.19,100
143,MSQueue,134,222,178,321,855,1.17,100
144,MSQueue,131,239,220,220,810,1.23,100
145,MSQueue,146,225,175,343,889,1.12,100
146,MSQueue,147,247,162,351,907,1.10,100
147,MSQueue,152,239,170,351,912,1.10,100
148,MSQueue,198,249,157,362,966,1.04,100
149,MSQueue,122,259,159,308,848,1.18,100
150,MSQueue,196,249,187,348,980,1.02,100
151,MSQueue,154,249,201,374,978,1.02,100
152,MSQueue,139,240,205,347,931,1.07,100
153,MSQueue,178,247,191,333,949,1.05,100
154,MSQueue,179,210,189,333,911,1.10,100
155,MSQueue,134,232,209,316,891,1.12,100
156,MSQueue,171,253,222,384,1030,0.97,100
157,MSQueue,175,225,174,326,900,1.11,100
158,MSQueue,161,257,224,351,993,1.01,100
159,MSQueue,139,226,203,273,841,1.19,100
160,MSQueue,137,236,176,365,914,1.09,100
161,MSQueue,143,250,170,300,863,1.16,100
162,MSQueue,214,239,166,327,946,1.06,100
163,MSQueue,128,220,209,272,829,1.21,100
164,MSQueue,175,239,223,321,958,1.04,100
165,MSQueue,141,240,179,366,926,1.08,100
166,MSQueue,160,230,194,369,953,1.05,100
167,MSQueue,196,213,169,339,917,1.09,100
168,MSQueue,120,256,196,343,915,1.09,100
169,MSQueue,144,236,176,377,933,1.07,100
170,MSQueue,137,244,205,338,924,1.08,100
171,MSQueue,162,229,157,365,913,1.10,100
172,MSQueue,129,253,149,315,846,1.18,100
173,MSQueue,154,229,207,333,923,1.08,100
174,MSQueue,163,252,189,350,954,1.05,100
175,MSQueue,150,255,179,322,906,1.10,100
176,MSQueue,136,231,180,342,889,1.12,100
177,MSQueue,138,220,169,358,885,1.13,100
178,MSQueue,159,249,224,325,957,1.04,100
179,MSQueue,150,255,212,367,984,1.02,100
180,MSQueue,159,248,175,329,911,1.10,100
181,MSQueue,198,266,215,350,1029,0.97,100
182,MSQueue,163,242,164,409,978,1.02,100
183,MSQueue,143,258,181,341,923,1.08,100
184,MSQueue,179,257,192,319,947,1.06,100
185,MSQueue,177,232,208,329,946,1.06,100
186,MSQueue,128,245,243,396,1012,0.99,100
187,MSQueue,139,275,199,343,956,1.05,100
188,MSQueue,137,258,200,383,978,1.02,100
189,MSQueue,141,263,201,386,991,1.01,100
190,MSQueue,154,228,154,290,826,1.21,100
191,MSQueue,163,254,160,335,912,1.10,100
192,MSQueue,146,232,181,295,854,1.17,100
193,MSQueue,136,257,192,353,938,1.07,100
194,MSQueue,191,216,163,361,931,1.07,100
195,MSQueue,184,226,158,316,884,1.13,100
196,MSQueue,157,244,185,352,938,1.07,100
197,MSQueue,147,251,199,337,934,1.07,100
198,MSQueue,126,254,182,387,949,1.05,100
199,MSQueue,175,272,173,357,977,1.02,100
200,MSQueue,163,242,225,359,989,1.01,100
201,MSQueue,131,240,212,320,903,1.11,100
202,MSQueue,136,244,189,353,922,1.08,100
203,MSQueue,133,243,183,323,882,1.13,100
204,MSQueue,140,231,238,348,957,1.04,100
205,MSQueue,116,258,224,332,930,1.08,100
206,MSQueue,173,234,211,396,1014,0.99,100
207,MSQueue,135,216,191,387,929,1.08,100
208,MSQueue,151,292,205,344,992,1.01,100
209,MSQueue,165,238,187,314,904,1.11,100
210,MSQueue,142,260,243,337,982,1.02,100
211,MSQueue,133,235,219,378,965,1.04,100
212,MSQueue,161,244,177,340,922,1.08,100
213,MSQueue,156,217,180,354,907,1.10,100
214,MSQueue,135,247,173,366,921,1.09,100
215,MSQueue,190,209,177,321,897,1.11,100
216,MSQueue,147,239,214,361,961,1.04,100
217,MSQueue,166,233,163,369,931,1.07,100
218,MSQueue,124,227,155,322,828,1.21,100
219,MSQueue,159,257,197,350,963,1.04,100
220,MSQueue,176,220,180,335,911,1.10,100
221,MSQueue,188,232,183,332,935,1.07,100
222,MSQueue,132,225,153,321,831,1.20,100
223,MSQueue,135,238,179,385,937,1.07,100
224,MSQueue,138,251,197,370,956,1.05,100
225,MSQueue,192,234,173,336,935,1.07,100
226,MSQueue,176,224,169,348,917,1.09,100
227,MSQueue,137,237,215,300,889,1.12,100
228,MSQueue,141,233,154,340,868,1.15,100
229,MSQueue,152,504,198,323,1177,0.85,100
230,MSQueue,153,252,170,358,933,1.07,100
231,MSQueue,175,245,228,316,964,1.04,100
232,MSQueue,158,235,184,319,896,1.12,100
233,MSQueue,162,248,169,406,985,1.02,100
234,MSQueue,195,223,188,367,973,1.03,100
235,MSQueue,130,243,160,374,907,1.10,100
236,MSQueue,166,242,202,326,936,1.07,100
237,MSQueue,144,250,157,314,865,1.16,100
238,MSQueue,176,234,204,356,970,1.03,100
239,MSQueue,149,245,228,342,964,1.04,100
240,MSQueue,124,222,183,319,848,1.18,100
241,MSQueue,128,248,265,329,970,1.03,100
242,MSQueue,194,249,226,359,1028,0.97,100
243,MSQueue,177,223,171,346,917,1.09,100
244,MSQueue,165,244,167,334,910,1.10,100
245,MSQueue,168,222,154,332,876,1.14,100
246,MSQueue,166,225,181,348,920,1.09,100
247,MSQueue,195,249,215,325,984,1.02,100
248,MSQueue,165,239,201,365,970,1.03,100
249,MSQueue,157,268,198,340,963,1.04,100
250,MSQueue,194,245,181,344,964,1.04,100
251,MSQueue,161,265,155,346,927,1.08,100
252,MSQueue,123,256,197,322,898,1.11,100
253,MSQueue,127,257,151,329,864,1.16,100
254,MSQueue,184,234,148,367,933,1.07,100
255,MSQueue,164,228,182,312,886,1.13,100
256,MSQueue,141,233,168,419,961,1.04,100
257,MSQueue,160,252,193,326,931,1.07,100
258,MSQueue,164,227,191,364,946,1.06,100
259,MSQueue,172,231,204,301,908,1.10,100
260,MSQueue,140,229,158,316,843,1.19,100
261,MSQueue,128,251,170,332,881,1.14,100
262,MSQueue,157,250,182,297,886,1.13,100
263,MSQueue,160,245,165,289,859,1.16,100
264,MSQueue,162,243,191,312,908,1.10,100
265,MSQueue,178,232,196,369,975,1.03,100
266,MSQueue,142,232,215,360,949,1.05,100
267,MSQueue,121,232,224,356,933,1.07,100
268,MSQueue,163,245,178,342,928,1.08,100
269,MSQueue,176,261,192,328,957,1.04,100
270,MSQueue,183,253,168,351,955,1.05,100
271,MSQueue,137,238,195,355,925,1.08,100
272,MSQueue,189,228,182,370,969,1.03,100
273,MSQueue,214,242,209,380,1045,0.96,100
274,MSQueue,182,233,170,359,944,1.06,100
275,MSQueue,172,257,158,333,920,1.09,100
276,MSQueue,147,250,171,363,931,1.07,100
277,MSQueue,127,227,178,336,868,1.15,100
278,MSQueue,196,246,174,336,952,1.05,100
279,MSQueue,192,238,175,393,998,1.00,100
280,MSQueue,165,235,163,305,868,1.15,100
281,MSQueue,130,241,192,326,889,1.12,100
282,MSQueue,135,235,230,347,947,1.06,100
283,MSQueue,169,222,194,355,940,1.06,100
284,MSQueue,147,241,160,410,958,1.04,100
285,MSQueue,133,276,193,317,919,1.09,100
286,MSQueue,157,250,168,358,933,1.07,100
287,MSQueue,173,239,202,393,1007,0.99,100
288,MSQueue,182,233,182,373,970,1.03,100
289,MSQueue,156,248,169,325,898,1.11,100
290,MSQueue,160,227,205,406,998,1.00,100
291,MSQueue,154,233,154,329,870,1.15,100
292,MSQueue,185,238,207,337,967,1.03,100
293,MSQueue,167,243,188,329,927,1.08,100
294,MSQueue,144,214,200,328,886,1.13,100
295,MSQueue,119,222,182,337,860,1.16,100
296,MSQueue,188,251,162,346,947,1.06,100
297,MSQueue,161,246,164,401,972,1.03,100
298,MSQueue,135,264,193,319,911,1.10,100
299,MSQueue,127,240,209,334,910,1.10,100
300,MSQueue,135,252,239,346,972,1.03,100
301,MSQueue,229,232,178,411,1050,0.95,100
302,MSQueue,163,218,202,338,921,1.09,100
303,MSQueue,150,239,166,306,861,1.16,100
304,MSQueue,173,246,196,355,970,1.03,100
305,MSQueue,187,245,202,455,1089,0.92,100
306,MSQueue,117,210,180,328,835,1.20,100
307,MSQueue,217,242,189,345,993,1.01,100
308,MSQueue,139,296,177,353,965,1.04,100
309,MSQueue,121,241,221,370,953,1.05,100
310,MSQueue,126,231,166,357,880,1.14,100
311,MSQueue,158,253,225,373,1009,0.99,100
312,MSQueue,197,229,166,325,917,1.09,100
313,MSQueue,154,263,243,349,1009,0.99,100
314,MSQueue,147,251,217,324,939,1.06,100
315,MSQueue,128,262,164,375,929,1.08,100
316,MSQueue,108,236,206,320,870,1.15,100
317,MSQueue,123,249,202,349,923,1.08,100
318,MSQueue,152,227,167,333,879,1.14,100
319,MSQueue,165,243,193,347,948,1.05,100
320,MSQueue,171,241,179,334,925,1.08,100
321,MSQueue,181,241,190,320,932,1.07,100
322,MSQueue,136,248,199,325,908,1.10,100
323,MSQueue,118,252,224,368,962,1.04,100
324,MSQueue,120,234,206,362,922,1.08,100
325,MSQueue,189,249,222,345,1005,1.00,100
326,MSQueue,193,268,169,346,976,1.02,100
327,MSQueue,108,240,233,292,873,1.15,100
328,MSQueue,190,226,184,358,958,1.04,100
329,MSQueue,166,242,181,359,948,1.05,100
330,MSQueue,136,214,182,351,883,1.13,100
331,MSQueue,145,254,184,342,925,1.08,100
332,MSQueue,140,239,163,281,823,1.22,100
333,MSQueue,154,239,232,328,953,1.05,100
334,MSQueue,131,246,168,335,880,1.14,100
335,MSQueue,138,234,231,350,953,1.05,100
336,MSQueue,124,264,194,346,928,1.08,100
337,MSQueue,125,203,172,375,875,1.14,100
338,MSQueue,140,247,198,348,933,1.07,100
339,MSQueue,122,240,193,350,905,1.10,100
340,MSQueue,133,254,175,341,903,1.11,100
341,MSQueue,123,220,161,321,825,1.21,100
342,MSQueue,136,203,184,358,881,1.14,100
343,MSQueue,118,220,175,372,885,1.13,100
344,MSQueue,169,225,224,341,959,1.04,100
345,MSQueue,170,235,169,370,944,1.06,100
346,MSQueue,129,235,194,343,901,1.11,100
347,MSQueue,156,241,188,299,884,1.13,100
348,MSQueue,221,228,199,399,1047,0.96,100
349,MSQueue,197,228,230,352,1007,0.99,100
350,MSQueue,146,239,209,330,924,1.08,100
351,MSQueue,135,255,195,380,965,1.04,100
352,MSQueue,156,215,188,356,915,1.09,100
353,MSQueue,141,226,207,354,928,1.08,100
354,MSQueue,124,238,175,316,853,1.17,100
355,MSQueue,138,238,233,429,1038,0.96,100
356,MSQueue,133,240,162,316,851,1.18,100
357,MSQueue,130,249,248,346,973,1.03,100
358,MSQueue,158,249,169,324,900,1.11,100
359,MSQueue,129,244,192,356,921,1.09,100
360,MSQueue,135,226,205,352,918,1.09,100
361,MSQueue,111,245,207,368,931,1.07,100
362,MSQueue,168,239,149,337,893,1.12,100
363,MSQueue,191,249,213,358,1011,0.99,100
364,MSQueue,146,232,208,338,924,1.08,100
365,MSQueue,124,258,193,345,920,1.09,100
366,MSQueue,216,233,182,376,1007,0.99,100
367,MSQueue,153,273,228,325,979,1.02,100
368,MSQueue,166,502,168,319,1155,0.87,100
369,MSQueue,136,251,177,369,933,1.07,100
370,MSQueue,120,241,162,372,895,1.12,100
371,MSQueue,164,238,180,360,942,1.06,100
372,MSQueue,195,235,187,376,993,1.01,100
373,MSQueue,137,241,195,321,894,1.12,100
374,MSQueue,174,224,203,378,979,1.02,100
375,MSQueue,157,271,169,355,952,1.05,100
376,MSQueue,179,256,183,357,975,1.03,100
377,MSQueue,137,241,225,297,900,1.11,100
378,MSQueue,161,225,229,373,988,1.01,100
379,MSQueue,147,245,199,355,946,1.06,100
380,MSQueue,123,221,232,349,925,1.08,100
381,MSQueue,147,211,160,330,848,1.18,100
382,MSQueue,159,233,149,366,907,1.10,100
383,MSQueue,174,246,196,363,979,1.02,100
384,MSQueue,125,244,173,324,866,1.15,100
385,MSQueue,141,233,217,346,937,1.07,100
386,MSQueue,131,248,168,358,905,1.10,100
387,MSQueue,160,228,190,343,921,1.09,100
388,MSQueue,156,232,156,271,815,1.23,100
389,MSQueue,158,227,171,330,886,1.13,100
390,MSQueue,183,214,186,341,924,1.08,100
391,MSQueue,206,240,193,357,996,1.00,100
392,MSQueue,143,243,207,351,944,1.06,100
393,MSQueue,131,273,212,404,1020,0.98,100
394,MSQueue,182,253,203,347,985,1.02,100
395,MSQueue,192,235,185,347,959,1.04,100
396,MSQueue,246,246,207,352,1051,0.95,100
397,MSQueue,140,237,158,312,847,1.18,100
398,MSQueue,176,232,190,359,957,1.04,100
399,MSQueue,169,243,201,313,926,1.08,100
400,MSQueue,176,250,183,360,969,1.03,100
401,MSQueue,134,226,216,356,932,1.07,100
402,MSQueue,126,232,192,383,933,1.07,100
403,MSQueue,133,250,221,353,957,1.04,100
404,MSQueue,169,262,188,373,992,1.01,100
405,MSQueue,157,222,222,329,930,1.08,100
406,MSQueue,141,251,174,312,878,1.14,100
407,MSQueue,170,240,148,309,867,1.15,100
408,MSQueue,150,251,212,348,961,1.04,100
409,MSQueue,129,246,179,347,901,1.11,100
410,MSQueue,127,257,214,345,943,1.06,100
411,MSQueue,143,255,190,360,948,1.05,100
412,MSQueue,142,238,233,343,956,1.05,100
413,MSQueue,139,243,198,308,888,1.13,100
414,MSQueue,187,256,184,353,980,1.02,100
415,MSQueue,105,219,161,335,820,1.22,100
416,MSQueue,139,264,165,364,932,1.07,100
417,MSQueue,103,257,197,341,898,1.11,100
418,MSQueue,143,225,164,344,876,1.14,100
419,MSQueue,120,267,192,346,925,1.08,100
420,MSQueue,134,235,219,359,947,1.06,100
421,MSQueue,189,244,213,300,946,1.06,100
422,MSQueue,207,252,194,379,1032,0.97,100
423,MSQueue,178,249,186,340,953,1.05,100
424,MSQueue,142,244,219,301,906,1.10,100
425,MSQueue,153,235,189,343,920,1.09,100
426,MSQueue,157,229,160,309,855,1.17,100
427,MSQueue,185,230,206,368,989,1.01,100
428,MSQueue,141,229,189,338,897,1.11,100
429,MSQueue,194,249,168,329,940,1.06,100
430,MSQueue,151,248,158,340,897,1.11,100
431,MSQueue,127,234,182,371,914,1.09,100
432,MSQueue,169,250,182,340,941,1.06,100
433,MSQueue,137,228,193,353,911,1.10,100
434,MSQueue,158,230,172,362,922,1.08,100
435,MSQueue,182,235,191,320,928,1.08,100
436,MSQueue,139,233,166,341,879,1.14,100
437,MSQueue,156,243,181,354,934,1.07,100
438,MSQueue,123,256,221,357,957,1.04,100
439,MSQueue,213,246,182,341,982,1.02,100
440,MSQueue,153,240,191,374,958,1.04,100
441,MSQueue,172,245,181,323,921,1.09,100
442,MSQueue,158,266,196,317,937,1.07,100
443,MSQueue,146,258,185,335,924,1.08,100
444,MSQueue,154,236,209,349,948,1.05,100
445,MSQueue,141,256,164,340,901,1.11,100
446,MSQueue,167,224,194,313,898,1.11,100
447,MSQueue,136,256,152,389,933,1.07,100
448,MSQueue,143,284,208,360,995,1.01,100
449,MSQueue,140,240,197,301,878,1.14,100
450,MSQueue,165,258,228,329,980,1.02,100
451,MSQueue,171,238,195,345,949,1.05,100
452,MSQueue,179,242,166,322,909,1.10,100
453,MSQueue,186,221,193,348,948,1.05,100
454,MSQueue,135,221,158,366,880,1.14,100
455,MSQueue,173,241,221,398,1033,0.97,100
456,MSQueue,144,241,208,335,928,1.08,100
457,MSQueue,159,225,204,400,988,1.01,100
458,MSQueue,133,237,198,328,896,1.12,100
459,MSQueue,139,221,207,340,907,1.10,100
460,MSQueue,152,237,197,389,975,1.03,100
461,MSQueue,139,240,173,359,911,1.10,100
462,MSQueue,161,258,158,339,916,1.09,100
463,MSQueue,176,243,195,335,949,1.05,100
464,MSQueue,139,222,153,354,868,1.15,100
465,MSQueue,173,220,226,325,944,1.06,100
466,MSQueue,154,220,187,329,890,1.12,100
467,MSQueue,135,259,159,338,891,1.12,100
468,MSQueue,143,231,201,357,932,1.07,100
469,MSQueue,159,226,191,304,880,1.14,100
470,MSQueue,145,246,216,338,945,1.06,100
471,MSQueue,187,219,194,341,941,1.06,100
472,MSQueue,192,253,166,349,960,1.04,100
473,MSQueue,130,262,198,328,918,1.09,100
474,MSQueue,191,231,217,339,978,1.02,100
475,MSQueue,161,257,167,377,962,1.04,100
476,MSQueue,146,253,198,349,946,1.06,100
477,MSQueue,113,256,223,336,928,1.08,100
478,MSQueue,138,268,186,305,897,1.11,100
479,MSQueue,206,257,233,369,1065,0.94,100
480,MSQueue,159,227,173,346,905,1.10,100
481,MSQueue,142,233,202,342,919,1.09,100
482,MSQueue,129,247,150,341,867,1.15,100
483,MSQueue,156,239,210,343,948,1.05,100
484,MSQueue,118,250,168,311,847,1.18,100
485,MSQueue,139,268,158,355,920,1.09,100
486,MSQueue,177,248,171,331,927,1.08,100
487,MSQueue,127,235,183,350,895,1.12,100
488,MSQueue,140,242,194,338,914,1.09,100
489,MSQueue,116,218,161,322,817,1.22,100
490,MSQueue,174,222,154,329,879,1.14,100
491,MSQueue,126,261,193,325,905,1.10,100
492,MSQueue,153,253,169,360,935,1.07,100
493,MSQueue,150,221,179,320,870,1.15,100
494,MSQueue,196,214,170,365,945,1.06,100
495,MSQueue,138,247,179,379,943,1.06,100
496,MSQueue,136,222,188,347,893,1.12,100
497,MSQueue,111,240,195,344,890,1.12,100
498,MSQueue,116,253,196,349,914,1.09,100
499,MSQueue,141,232,142,372,887,1.13,100
500,MSQueue,165,210,181,367,923,1.08,100
501,MSQueue,147,250,196,388,981,1.02,100
502,MSQueue,170,209,212,329,920,1.09,100
503,MSQueue,131,236,173,359,899,1.11,100
504,MSQueue,163,220,158,330,871,1.15,100
505,MSQueue,129,237,183,333,882,1.13,100
506,MSQueue,133,247,182,335,897,1.11,100
507,MSQueue,162,273,226,354,1015,0.99,100
508,MSQueue,171,248,216,360,995,1.01,100
509,MSQueue,155,224,171,329,879,1.14,100
510,MSQueue,163,243,187,330,923,1.08,100
511,MSQueue,171,238,187,341,937,1.07,100
512,MSQueue,137,255,219,360,971,1.03,100
513,MSQueue,129,234,165,307,835,1.20,100
514,MSQueue,175,232,206,347,960,1.04,100
515,MSQueue,204,244,221,344,1013,0.99,100
516,MSQueue,132,246,183,332,893,1.12,100
517,MSQueue,159,213,180,318,870,1.15,100
518,MSQueue,164,221,164,392,941,1.06,100
519,MSQueue,136,223,195,352,906,1.10,100
520,MSQueue,151,228,160,341,880,1.14,100
521,MSQueue,175,215,180,369,939,1.06,100
522,MSQueue,167,270,199,347,983,1.02,100
523,MSQueue,147,223,191,387,948,1.05,100
524,MSQueue,135,238,159,315,847,1.18,100
525,MSQueue,171,217,156,396,940,1.06,100
526,MSQueue,160,231,175,342,908,1.10,100
527,MSQueue,143,269,201,330,943,1.06,100
528,MSQueue,123,236,190,343,892,1.12,100
529,MSQueue,232,225,208,344,1009,0.99,100
530,MSQueue,154,249,186,426,1015,0.99,100
531,MSQueue,160,212,142,371,885,1.13,100
532,MSQueue,110,207,182,345,844,1.18,100
533,MSQueue,180,228,176,343,927,1.08,100
534,MSQueue,204,489,155,363,1211,0.83,100
535,MSQueue,134,222,179,284,819,1.22,100
536,MSQueue,165,233,144,286,828,1.21,100
537,MSQueue,200,246,148,390,984,1.02,100
538,MSQueue,167,246,174,353,940,1.06,100
539,MSQueue,159,241,225,333,958,1.04,100
540,MSQueue,138,218,191,378,925,1.08,100
541,MSQueue,189,272,183,350,994,1.01,100
542,MSQueue,191,220,189,350,950,1.05,100
543,MSQueue,148,216,214,384,962,1.04,100
544,MSQueue,156,220,181,338,895,1.12,100
545,MSQueue,164,235,155,434,988,1.01,100
546,MSQueue,185,225,183,314,907,1.10,100
547,MSQueue,139,232,183,360,914,1.09,100
548,MSQueue,127,215,172,343,857,1.17,100
549,MSQueue,117,235,229,365,946,1.06,100
550,MSQueue,163,234,169,367,933,1.07,100
551,MSQueue,168,221,196,390,975,1.03,100
552,MSQueue,132,231,217,315,895,1.12,100
553,MSQueue,108,251,178,334,871,1.15,100
554,MSQueue,137,226,236,315,914,1.09,100
555,MSQueue,124,233,171,322,850,1.18,100
556,MSQueue,131,247,177,359,914,1.09,100
557,MSQueue,149,221,163,319,852,1.17,100
558,MSQueue,211,231,158,365,965,1.04,100
559,MSQueue,137,228,189,365,919,1.09,100
560,MSQueue,148,235,187,404,974,1.03,100
561,MSQueue,167,253,164,335,919,1.09,100
562,MSQueue,224,251,176,337,988,1.01,100
563,MSQueue,172,242,196,405,1015,0.99,100
564,MSQueue,216,257,186,278,937,1.07,100
565,MSQueue,155,241,208,366,970,1.03,100
566,MSQueue,177,231,169,349,926,1.08,100
567,MSQueue,162,206,169,346,883,1.13,100
568,MSQueue,116,236,211,355,918,1.09,100
569,MSQueue,168,229,188,426,1011,0.99,100
570,MSQueue,149,245,221,366,981,1.02,100
571,MSQueue,135,243,147,354,879,1.14,100
572,MSQueue,131,244,177,366,918,1.09,100
573,MSQueue,128,238,218,351,935,1.07,100
574,MSQueue,195,226,185,353,959,1.04,100
575,MSQueue,152,262,191,360,965,1.04,100
576,MSQueue,145,232,146,343,866,1.15,100
